Galaxy_name,x,y,flux
587739408383606849.fits,128,128,175.555555556
,138,145,238.111111111
587739408389308533.fits,129,128,152.222222222
587739408408707222.fits,129,128,135.777777778
587739457759215793.fits,129,129,149.777777778
587739457763737821.fits,129,128,187.888888889
587739458294841468.fits,128,128,201.777777778
587739458301460627.fits,129,128,146.222222222
587739458832826518.fits,129,129,106.888888889
,116,135,95.6666666667
587739458837938315.fits,144,112,104.111111111
,129,129,106.888888889
587739459372122316.fits,128,128,166.555555556
587739504474259580.fits,147,127,99.3333333333
,128,128,165.111111111
,109,136,117.222222222
587739504478126208.fits,129,128,161.888888889
587739505006215206.fits,128,128,195.888888889
587739505010737255.fits,128,128,143.111111111
587739505012310079.fits,105,124,201.555555556
,129,129,205.111111111
,75,149,71.1111111111
,143,154,132.111111111
587739505012506701.fits,129,128,146.666666667
,116,163,99.8888888889
587739505549312151.fits,128,128,167.777777778
587739505549312164.fits,129,129,153.888888889
587739506625019969.fits,129,129,194.222222222
587739507151274008.fits,164,123,156.888888889
,128,129,179.777777778
,186,135,190.333333333
587739507159990339.fits,115,100,97.6666666667
,129,129,148.888888889
,154,149,74.0
587739507160187002.fits,140,110,108.0
,129,128,171.222222222
587739607549018227.fits,128,129,135.666666667
,155,144,167.555555556
,133,167,103.111111111
587739607555571748.fits,129,129,178.222222222
587739607564353665.fits,129,128,183.444444444
587739608627478641.fits,129,128,159.222222222
587739608628461665.fits,151,108,160.333333333
,128,129,203.0
587739608638161050.fits,129,128,131.555555556
587739609157599253.fits,128,129,175.666666667
587739609170182345.fits,129,128,149.333333333
587739609175031857.fits,103,99,87.5555555556
,129,129,219.222222222
,139,171,238.888888889
,149,229,88.2222222222
587739609176998109.fits,129,128,160.111111111
587739609699844211.fits,128,129,179.777777778
587739609702924373.fits,129,129,159.0
,104,130,95.3333333333
587739609708167272.fits,129,129,125.111111111
587739609713737789.fits,128,128,209.0
,156,142,83.7777777778
587739629559152806.fits,129,129,176.222222222
587739630095106139.fits,129,128,167.0
587739646199660691.fits,128,129,184.555555556
587739646740660284.fits,128,129,133.0
587739646742429736.fits,128,129,226.555555556
587739646745051267.fits,129,129,135.888888889
587739647273271463.fits,122,99,83.6666666667
587739647282053260.fits,128,128,165.444444444
587739648355074222.fits,128,128,192.555555556
,135,174,66.8888888889
587739648355205227.fits,128,129,138.111111111
,114,137,79.7777777778
587739651029926014.fits,129,128,126.555555556
,103,146,111.444444444
587739651034055013.fits,129,128,183.111111111
587739651571450068.fits,128,128,160.111111111
587739706336084154.fits,129,128,170.666666667
587739706341458110.fits,142,116,129.222222222
,128,128,124.222222222
587739706876690605.fits,129,128,158.666666667
587739706878132325.fits,129,128,193.444444444
,124,152,131.111111111
587739706878328986.fits,129,128,163.222222222
587739707409432643.fits,154,120,64.4444444444
,129,128,175.666666667
587739707411529908.fits,129,129,161.0
587739707421491323.fits,128,128,183.333333333
587739707943878792.fits,129,129,175.888888889
587739707945517251.fits,129,129,193.222222222
587739707948990522.fits,113,131,246.222222222
,106,153,112.555555556
587739707953774787.fits,129,128,199.333333333
587739707957051710.fits,129,129,113.666666667
587739709015130219.fits,129,128,123.111111111
587739709017292916.fits,128,129,157.777777778
587739709017292938.fits,129,128,147.111111111
587739719224590447.fits,128,127,151.333333333
587739719753728151.fits,128,128,127.888888889
587739719756742752.fits,129,128,129.111111111
587739719765721193.fits,128,128,157.777777778
587739719767228559.fits,129,128,115.0
,139,153,140.666666667
587739720298332289.fits,129,129,155.444444444
587739720299512029.fits,129,127,146.444444444
587739720827797608.fits,128,129,207.666666667
587739720829304960.fits,108,107,56.3333333333
,159,117,84.4444444444
,128,128,200.222222222
,100,138,62.6666666667
,154,149,45.7777777778
587739720832581808.fits,134,111,150.777777778
,128,129,129.555555556
587739720834678935.fits,128,129,143.222222222
587739720835399813.fits,146,91,68.6666666667
,120,99,115.111111111
,129,128,156.444444444
,122,198,133.444444444
587739720846409933.fits,129,128,154.888888889
587739720846934450.fits,129,128,143.888888889
,178,131,179.444444444
,97,150,191.0
,43,195,111.888888889
587739721366634605.fits,128,128,200.222222222
587739721368010884.fits,129,129,121.666666667
587739721371680877.fits,129,128,145.222222222
587739721378824418.fits,129,129,162.444444444
,150,143,75.6666666667
587739721901211734.fits,128,128,149.222222222
587739721906258085.fits,128,129,183.333333333
,137,162,62.5555555556
587739809415692412.fits,155,123,120.111111111
,129,129,159.333333333
587739809418969174.fits,182,110,115.777777778
,129,129,127.111111111
587739809946468493.fits,98,61,67.3333333333
,119,84,46.7777777778
,129,128,171.333333333
,160,162,181.0
,160,182,78.5555555556
587739809963180352.fits,128,128,124.555555556
587739810488779052.fits,129,128,184.333333333
587739810489958786.fits,129,128,97.1111111111
587739810491203705.fits,114,100,43.7777777778
,129,128,176.555555556
587739810492645657.fits,129,128,162.444444444
,113,150,139.333333333
587739810498674901.fits,112,76,139.777777778
,129,128,188.333333333
,125,150,125.0
587739811020537945.fits,128,128,159.0
587739811022241874.fits,129,128,140.0
587739811025780890.fits,129,128,173.333333333
,148,149,126.555555556
587739811026370830.fits,129,128,160.555555556
,141,145,114.111111111
587739811030761519.fits,158,13,47.5555555556
,162,59,229.777777778
,128,61,95.8888888889
,91,64,61.4444444444
,107,79,216.777777778
,208,87,164.666666667
,129,129,171.777777778
587739811036987918.fits,128,128,182.777777778
587739811567435903.fits,129,127,199.555555556
,82,148,59.1111111111
587739811569008886.fits,129,128,146.222222222
587739814246547893.fits,129,129,177.222222222
587739814779158754.fits,129,128,175.444444444
587739815315964115.fits,128,127,135.111111111
,131,175,206.666666667
,153,187,216.222222222
587739815317864487.fits,170,98,192.333333333
587739815850606751.fits,128,128,198.222222222
587739815851589639.fits,153,76,203.777777778
,81,92,71.7777777778
,129,129,237.888888889
587739815854866672.fits,128,128,161.0
587739815855325416.fits,129,128,167.333333333
587739827128238261.fits,129,128,132.444444444
587739827130400940.fits,101,126,186.111111111
,128,128,165.666666667
,162,143,103.888888889
587739827132170458.fits,129,129,149.555555556
587739827139117284.fits,129,129,131.777777778
,152,136,115.111111111
587739827661897842.fits,129,128,177.888888889
587739827671335085.fits,129,128,121.0
587739827674022085.fits,96,122,181.0
,129,128,178.0
587739827676578075.fits,129,129,192.333333333
,97,151,154.0
587739827676971301.fits,128,128,116.555555556
587739828205977788.fits,147,113,91.2222222222
,128,128,159.222222222
587739828206633225.fits,129,129,187.0
587739828207550647.fits,128,129,134.444444444
587739828216201606.fits,129,128,161.222222222
587739828738851010.fits,128,128,147.333333333
587739828744749268.fits,129,128,145.333333333
587739828746780877.fits,129,129,172.888888889
587739828749730193.fits,128,128,168.555555556
587739829282078729.fits,46,125,216.222222222
,128,129,204.666666667
,2,184,75.1111111111
,19,189,95.7777777778
,58,190,70.5555555556
587739844309025013.fits,121,90,101.888888889
,104,126,122.444444444
,129,129,126.555555556
587739844314267843.fits,129,128,182.888888889
587739844314398956.fits,129,128,172.444444444
587739844849565964.fits,129,128,155.333333333
587739844850352377.fits,129,129,177.0
,151,146,85.6666666667
587739844851597540.fits,128,128,187.222222222
,162,132,82.6666666667
587739844860445045.fits,130,88,57.2222222222
,122,103,65.2222222222
,128,128,189.0
,111,148,94.8888888889
587739845388271951.fits,128,128,177.333333333
587739845388533950.fits,129,129,148.666666667
587739845389451626.fits,129,128,134.222222222
587739845395349825.fits,128,128,141.0
587739845396988480.fits,128,128,149.555555556
587739845918720048.fits,128,62,111.888888889
,138,86,178.555555556
,77,105,208.222222222
,129,129,220.777777778
,79,183,46.6666666667
587739845920948374.fits,129,128,171.666666667
587739845921210538.fits,129,127,199.222222222
587739845927501863.fits,129,129,198.222222222
,105,145,98.4444444444
587739846457098444.fits,129,129,162.666666667
587741387809620056.fits,128,129,149.444444444
587741387811324329.fits,128,128,187.444444444
587741389965819991.fits,128,129,145.0
587741390492008718.fits,128,129,191.444444444
587741391569092997.fits,138,109,70.3333333333
,129,127,105.666666667
587741391572959521.fits,124,130,120.444444444
587741420568117371.fits,128,129,137.333333333
,144,132,95.6666666667
587741421099024781.fits,128,129,115.222222222
587741421638451429.fits,128,127,169.777777778
587741421640548521.fits,128,129,160.888888889
587741421640810708.fits,128,129,195.222222222
587741422174077197.fits,128,128,179.777777778
587741422178664667.fits,129,128,135.666666667
587741489290084478.fits,128,129,114.333333333
587741489296244943.fits,128,128,168.222222222
,79,147,84.5555555556
587741489301749907.fits,128,129,189.888888889
587741490356158826.fits,128,128,192.666666667
587741490359107704.fits,171,110,41.6666666667
,128,128,193.888888889
,182,153,125.222222222
587741490372280405.fits,129,128,197.222222222
,102,167,53.2222222222
587741490372345947.fits,128,129,148.333333333
587741490897092756.fits,128,129,193.555555556
587741490914263281.fits,129,129,134.444444444
587741491437633664.fits,128,129,193.888888889
587741491438813257.fits,129,129,171.666666667
587741531710816468.fits,129,128,94.0
587741531718221957.fits,128,129,167.444444444
587741532228944252.fits,106,127,113.0
,128,129,124.555555556
587741532244213848.fits,128,129,124.777777778
587741532251029677.fits,129,129,136.333333333
587741532764700775.fits,128,129,176.888888889
,128,144,200.222222222
587741532766142675.fits,107,120,74.2222222222
,165,120,213.333333333
,128,129,131.222222222
587741532767387936.fits,128,129,120.555555556
587741532768567611.fits,128,129,175.222222222
587741532775317632.fits,128,129,142.888888889
587741532780691576.fits,128,128,136.222222222
587741532791439464.fits,128,128,194.444444444
587741532792684593.fits,128,129,172.555555556
587741532792881282.fits,129,129,139.222222222
587741533313892466.fits,129,128,118.0
587741533317103850.fits,107,123,115.777777778
,128,129,184.555555556
587741533321625624.fits,128,129,180.555555556
587741533325820202.fits,132,132,144.777777778
587741533843882201.fits,128,129,159.777777778
587741533858824292.fits,129,106,197.333333333
,128,129,161.777777778
587741533860397110.fits,128,129,151.444444444
587741534390780021.fits,128,129,127.333333333
,117,146,108.222222222
587741600416792702.fits,129,129,180.666666667
,123,159,38.2222222222
587741600423346288.fits,129,129,157.666666667
587741600428523631.fits,128,129,161.444444444
587741600949469248.fits,127,129,118.777777778
587741600952025284.fits,128,129,132.777777778
587741600953729119.fits,129,129,157.0
587741600954187863.fits,129,129,170.444444444
587741600954777737.fits,128,128,198.555555556
587741600958841023.fits,162,128,116.888888889
,129,129,151.666666667
587741600960741470.fits,129,128,127.555555556
587741600963297515.fits,129,129,178.222222222
587741601497022750.fits,129,129,98.4444444444
587741602027339938.fits,129,128,136.222222222
587741602027929793.fits,128,128,161.222222222
587741602028453991.fits,128,128,168.222222222
587741602034548891.fits,128,129,112.888888889
587741602037956701.fits,129,129,188.333333333
587741602568339580.fits,129,129,185.222222222
587741602575614108.fits,128,128,191.222222222
587741603105013881.fits,128,129,145.444444444
587741707804082193.fits,97,111,78.3333333333
,128,129,212.444444444
,156,144,108.555555556
,95,161,126.555555556
587741707807555788.fits,128,128,169.666666667
587741707810373728.fits,128,128,115.777777778
587741708331647121.fits,181,107,57.8888888889
,85,114,145.666666667
,128,129,145.111111111
587741708338200833.fits,128,129,206.777777778
587741708340035833.fits,129,129,208.333333333
587741708863865180.fits,128,129,136.0
587741708879921260.fits,129,129,129.333333333
587741708885622926.fits,128,129,120.888888889
587741709406437553.fits,128,128,173.0
587741709416792297.fits,128,128,145.333333333
587741709420724366.fits,128,128,147.444444444
587741709938983181.fits,129,128,159.222222222
587741709939245182.fits,128,128,190.111111111
587741709939966037.fits,128,129,202.333333333
,93,140,73.4444444444
587741709944881307.fits,128,129,137.222222222
,116,141,197.444444444
587741709950451850.fits,128,129,160.555555556
587741710492958793.fits,128,129,152.777777778
587741721215893606.fits,99,105,101.111111111
,128,128,184.0
587741722284327044.fits,129,129,173.555555556
587741722821132371.fits,128,129,174.111111111
587741722825195653.fits,129,128,126.888888889
587741723358265477.fits,128,128,204.222222222
,164,130,127.444444444
587741723359314007.fits,128,128,181.555555556
,142,130,119.555555556
587741724964028476.fits,129,127,214.333333333
,156,130,104.111111111
,158,158,53.0
587741726045831309.fits,129,128,188.0
587741726049108074.fits,129,128,198.222222222
587741727379357878.fits,146,107,74.8888888889
,129,128,151.0
587741727660114062.fits,129,129,150.222222222
587741815713824931.fits,128,129,208.111111111
587741816235491633.fits,128,129,147.333333333
587741816241258734.fits,128,128,127.666666667
587741816250892535.fits,129,129,187.666666667
587741816251154448.fits,115,62,145.888888889
,135,119,191.888888889
,168,150,166.666666667
,104,158,179.555555556
587741816768889103.fits,121,59,164.222222222
,113,99,46.0
,103,126,160.777777778
,128,128,171.666666667
587741816775377210.fits,128,129,186.666666667
,102,135,53.8888888889
587741816782520525.fits,129,128,116.666666667
587741817321816239.fits,129,129,133.444444444
587741829117509811.fits,67,105,87.0
,83,110,102.0
,115,124,113.222222222
,132,129,109.444444444
587741830728843403.fits,128,129,136.333333333
587742008973787446.fits,128,129,148.0
587742009506791856.fits,128,129,169.222222222
587742009508102509.fits,147,113,110.222222222
,128,128,159.333333333
587742012751282716.fits,128,128,89.7777777778
587742012758098104.fits,129,128,204.333333333
587742012764520691.fits,160,101,77.6666666667
,128,128,180.555555556
587742013272883337.fits,129,129,195.888888889
587742013286973594.fits,129,128,164.555555556
587742013293592710.fits,128,128,208.777777778
,93,139,134.666666667
587742013813555344.fits,128,129,165.222222222
587742013825155088.fits,128,128,177.666666667
587742013827252289.fits,137,108,186.111111111
,169,117,209.333333333
,129,128,167.111111111
587742014347935897.fits,129,129,124.777777778
587742014353244249.fits,128,128,180.777777778
,136,166,42.1111111111
587742014375919842.fits,128,128,189.111111111
587742014885396585.fits,128,128,148.222222222
587742014893981832.fits,128,129,178.555555556
587742014909775877.fits,229,1,115.333333333
,251,38,134.333333333
,207,57,68.7777777778
,251,73,84.5555555556
,191,95,200.555555556
,129,128,94.4444444444
587742059995332769.fits,129,129,150.0
587742060010668102.fits,128,128,193.555555556
,117,148,166.222222222
587742060523094113.fits,128,129,144.333333333
587742060523487441.fits,128,128,134.333333333
587742060531744839.fits,113,104,192.0
,85,123,53.3333333333
,128,129,151.666666667
,171,133,124.777777778
587742060545310895.fits,129,128,182.666666667
587742060546031754.fits,129,129,145.666666667
587742060546490552.fits,128,128,111.111111111
587742061050724655.fits,128,129,170.333333333
587742061052363029.fits,128,129,131.666666667
587742061058195542.fits,129,128,180.444444444
587742061063110861.fits,127,129,135.0
587742061064618148.fits,129,128,162.777777778
587742061070844013.fits,129,128,135.888888889
587742061077790811.fits,128,128,141.777777778
587742061078642769.fits,129,128,123.555555556
587742061090570424.fits,128,128,157.666666667
,93,132,71.1111111111
,134,150,117.666666667
587742061596180638.fits,128,129,159.555555556
587742061606535350.fits,152,117,89.3333333333
,128,128,117.333333333
587742061615775903.fits,129,129,152.0
587742061616758804.fits,118,83,89.1111111111
,48,90,223.0
,128,128,145.222222222
,113,173,71.5555555556
587742061619839210.fits,111,108,79.3333333333
,129,128,192.333333333
,190,135,197.0
,180,200,215.888888889
587742061625672005.fits,129,128,126.0
587742062132068557.fits,129,129,127.444444444
587742062137966645.fits,139,128,245.777777778
,108,141,73.1111111111
587742062154678434.fits,128,128,136.0
,114,158,82.3333333333
587742062169948500.fits,128,129,132.444444444
,103,161,81.4444444444
587742062171521094.fits,140,81,146.555555556
,137,118,211.111111111
587742062663631107.fits,128,129,164.333333333
587742062668873879.fits,129,128,165.444444444
587742062679687305.fits,128,129,158.555555556
587742062681325660.fits,129,129,162.888888889
587742062688206994.fits,129,128,145.222222222
587742062701248818.fits,129,129,172.111111111
587742188827639925.fits,120,88,88.1111111111
,128,128,181.333333333
587742188829147258.fits,128,129,164.222222222
587742188830195903.fits,155,114,162.555555556
,129,128,180.444444444
587742189370736804.fits,129,129,164.555555556
587742189370802321.fits,128,128,193.111111111
587742189906034806.fits,149,123,62.2222222222
,128,129,191.111111111
587742190446248155.fits,108,118,123.555555556
,128,128,194.222222222
587742190446313605.fits,129,128,183.777777778
587742190988492959.fits,129,128,201.666666667
587742191528181975.fits,129,129,174.0
587742549603189005.fits,129,128,110.555555556
587742549605548208.fits,128,128,123.333333333
587742549605679252.fits,129,128,188.666666667
587742549606006974.fits,129,128,156.333333333
587742550134882465.fits,129,128,137.444444444
587742550138421435.fits,156,112,68.7777777778
,155,113,78.4444444444
,129,129,182.555555556
587742550138683495.fits,128,128,158.222222222
587742550152643014.fits,130,128,125.555555556
587742550156050877.fits,129,128,153.111111111
587742550674636936.fits,129,128,138.111111111
587742550674899066.fits,129,129,149.333333333
587742550688792994.fits,129,129,164.0
587742550692528412.fits,102,68,152.0
,137,98,167.0
,120,126,173.666666667
587742551210393789.fits,107,100,46.5555555556
,129,129,169.0
587742551211311142.fits,129,129,228.444444444
587742551213801499.fits,129,128,195.777777778
587742551229137494.fits,128,128,155.333333333
587742551755653343.fits,128,128,156.666666667
587742551763911003.fits,129,128,129.555555556
587742566783975631.fits,128,128,120.777777778
587742566784106610.fits,136,102,175.777777778
,128,129,173.333333333
587742566785351833.fits,128,129,146.444444444
587742566788825241.fits,128,129,183.888888889
587742567318683841.fits,128,128,148.222222222
587742567320518884.fits,128,128,186.555555556
,133,156,64.0
587742568936439853.fits,86,93,60.4444444444
,106,99,51.7777777778
,91,114,47.2222222222
,97,128,55.3333333333
,128,129,204.666666667
,166,133,58.5555555556
,166,158,69.2222222222
,159,172,89.8888888889
587742568937422971.fits,128,129,201.111111111
587742571077632153.fits,129,129,173.777777778
587742571608342627.fits,104,119,123.333333333
,128,129,171.666666667
587742572145541361.fits,129,129,164.444444444
587742572148359257.fits,129,129,171.111111111
587742572149080091.fits,97,127,222.666666667
,128,129,158.888888889
,72,143,215.111111111
587742572684050476.fits,128,129,166.555555556
587742575366766798.fits,129,129,171.777777778
,123,168,78.7777777778
587742575372861561.fits,129,128,153.0
587742575373123742.fits,128,128,138.0
587742575376597163.fits,129,129,153.333333333
587742575904817237.fits,129,129,227.555555556
587742575912812556.fits,129,128,195.444444444
587742575914451048.fits,128,128,123.777777778
587742576456302783.fits,129,129,171.555555556
587742576992190583.fits,129,128,188.0
587742577516347410.fits,20,35,110.777777778
,36,73,249.666666667
,128,129,225.777777778
587742577525457035.fits,129,129,193.555555556
,87,140,77.6666666667
,154,160,181.111111111
587742577531879514.fits,128,128,195.333333333
587742577534304450.fits,128,128,137.888888889
587742578054201471.fits,129,128,146.111111111
587742578067963947.fits,129,128,200.0
587742589331439837.fits,129,128,186.666666667
,141,162,49.5555555556
587742590404264226.fits,101,121,74.5555555556
,129,128,190.666666667
,115,149,133.888888889
587742590404329684.fits,128,128,148.444444444
587742593085145263.fits,128,128,186.444444444
,165,130,118.666666667
587742593085472926.fits,128,128,164.444444444
587742594157904010.fits,129,129,177.111111111
587742609727357049.fits,129,129,168.555555556
587742609728798744.fits,129,129,114.888888889
587742609729454401.fits,128,128,118.333333333
587742610801819877.fits,129,129,176.222222222
,144,144,80.4444444444
587742611067568140.fits,128,128,187.888888889
,98,172,242.111111111
,124,189,154.777777778
587742611338690712.fits,129,128,151.888888889
587742611346948260.fits,69,73,209.555555556
,128,128,139.111111111
,109,146,227.555555556
587742611347800430.fits,128,129,160.888888889
587742616172167535.fits,129,129,153.666666667
587742616175182087.fits,119,103,200.888888889
,128,128,130.222222222
587742627981361185.fits,129,129,194.222222222
587742627993747815.fits,128,129,182.222222222
,137,185,188.333333333
,176,188,52.8888888889
,110,208,65.6666666667
587742627994861796.fits,129,128,182.0
587742628523081788.fits,129,128,123.666666667
,140,142,151.222222222
587742628524589232.fits,129,128,150.0
587742628533109056.fits,129,128,197.222222222
587742629056282803.fits,129,128,181.222222222
587742629069128028.fits,142,101,136.444444444
,128,128,179.666666667
587742629070045469.fits,121,97,170.0
,128,128,185.888888889
587742645165556176.fits,128,128,160.888888889
587742772941750363.fits,128,128,163.888888889
,127,155,137.333333333
587742773486289006.fits,129,129,154.0
587742774030893109.fits,128,129,205.222222222
587742774031089851.fits,126,129,107.555555556
587742774549741761.fits,128,128,160.222222222
587742775088906331.fits,129,128,151.333333333
587742775092445302.fits,128,129,174.888888889
587742775637311549.fits,177,83,91.5555555556
,182,121,241.777777778
,217,123,226.222222222
,129,129,148.555555556
,197,159,86.1111111111
587742863136718977.fits,128,129,117.333333333
587742863674179767.fits,129,129,174.777777778
587742864204693606.fits,129,128,191.666666667
587742864215179425.fits,128,129,143.222222222
587742864741564607.fits,128,128,145.111111111
587742864741761164.fits,129,129,185.0
587742864745103492.fits,128,128,171.888888889
,111,152,109.111111111
587742864746545243.fits,129,129,150.888888889
587742865282302144.fits,94,113,99.5555555556
,156,114,70.0
,128,128,187.555555556
,156,128,87.0
587742865816879190.fits,129,129,192.0
587742902325215405.fits,129,128,112.666666667
587742902326263896.fits,128,129,170.666666667
587742902864052306.fits,137,105,179.444444444
,129,129,175.666666667
,117,157,63.6666666667
587742903936024698.fits,128,128,144.222222222
587742903938908310.fits,142,80,178.0
,130,85,132.888888889
,100,107,43.5555555556
,128,128,192.666666667
587742903940284560.fits,129,128,191.666666667
587742904475320383.fits,128,129,175.444444444
,106,136,117.0
587744637488791815.fits,128,129,175.666666667
,153,143,93.1111111111
587744638565286138.fits,110,115,157.333333333
,128,128,144.555555556
,120,155,101.111111111
587744727686185127.fits,129,128,183.333333333
587744727687889068.fits,128,128,159.555555556
587744728224366783.fits,128,128,150.777777778
587744728224694554.fits,163,120,109.888888889
,128,128,201.777777778
587744728761761895.fits,121,86,205.111111111
,123,101,191.222222222
,128,128,138.0
,138,179,82.8888888889
587744873711600007.fits,128,129,191.111111111
,100,135,49.4444444444
,184,141,204.444444444
,169,157,216.666666667
,152,186,92.8888888889
587744873715597513.fits,155,108,130.111111111
,128,128,140.666666667
,139,157,93.7777777778
587744874250436920.fits,125,90,101.555555556
,128,129,157.111111111
587745243090845884.fits,129,129,150.333333333
587745243093860485.fits,129,129,207.555555556
587745243615658415.fits,111,92,61.2222222222
,166,110,121.444444444
,128,129,214.666666667
,86,147,59.1111111111
,143,161,213.0
,117,195,73.4444444444
,212,195,70.8888888889
587745243620573286.fits,128,129,170.111111111
,120,172,223.444444444
587745243624505467.fits,128,129,136.666666667
587745243629617322.fits,128,129,151.222222222
,96,134,70.3333333333
,59,140,82.6666666667
,33,157,46.3333333333
,83,158,70.0
,93,183,42.6666666667
587745243631648896.fits,128,129,115.222222222
587745244160590077.fits,128,129,125.333333333
587745244693070130.fits,128,129,142.444444444
587745244695822581.fits,128,128,146.111111111
587745244698181925.fits,128,125,94.6666666667
587745245234135281.fits,130,104,78.1111111111
,128,129,112.444444444
,149,131,63.6666666667
,110,141,45.1111111111
,146,149,56.4444444444
587745401997295705.fits,128,129,181.555555556
,115,133,122.222222222
587745402004242535.fits,129,128,160.333333333
587745402004373665.fits,128,129,173.222222222
587745403068547139.fits,128,129,143.444444444
587745403070382398.fits,128,129,164.888888889
587745403077132482.fits,128,129,123.777777778
587745538907832541.fits,128,129,140.777777778
587745538908291197.fits,151,116,80.6666666667
,128,128,141.888888889
587745538909470857.fits,129,129,138.111111111
587745539431399572.fits,129,129,123.888888889
587745539444637774.fits,128,129,160.888888889
587745539445358666.fits,129,129,190.555555556
587745540508745734.fits,128,128,156.555555556
,145,196,70.8888888889
,157,239,176.888888889
,172,239,160.0
587745540513923346.fits,129,128,152.333333333
587745541045158264.fits,128,129,171.111111111
,117,168,151.666666667
587745541057282189.fits,128,129,182.0
,165,160,137.0
587745541057937469.fits,128,128,189.444444444
587746209447346317.fits,128,129,138.888888889
588007003630141609.fits,134,107,150.666666667
,128,128,128.0
,140,149,51.2222222222
588007003631321239.fits,127,129,145.333333333
588007003631845515.fits,128,129,123.0
588007003645018231.fits,129,128,184.666666667
588007003649998869.fits,129,137,207.555555556
588007004165701671.fits,128,129,128.444444444
,83,148,163.555555556
,100,148,239.222222222
588007004187852916.fits,129,128,168.777777778
588007004716662965.fits,129,129,167.666666667
588007004718235717.fits,129,128,188.444444444
588007004719939707.fits,128,128,138.222222222
588007005234266340.fits,128,129,119.333333333
588007005238132974.fits,128,129,179.888888889
588007005263298916.fits,129,128,177.555555556
588007005264544002.fits,103,113,74.0
,128,128,182.444444444
588007005265526847.fits,130,127,123.888888889
588007005768319225.fits,149,106,176.444444444
,131,131,143.222222222
588007005782343805.fits,128,129,136.333333333
588007005791453359.fits,129,128,180.222222222
588007005798007014.fits,129,128,168.444444444
588007006313250946.fits,128,129,133.666666667
588007006326882396.fits,128,129,161.111111111
588007006334943294.fits,78,128,95.2222222222
,129,129,222.777777778
,185,155,66.7777777778
,142,177,238.888888889
,107,178,57.7777777778
588009365862088758.fits,129,128,201.222222222
588009365862744196.fits,128,129,143.888888889
588009366402236560.fits,128,129,162.333333333
588009366935568497.fits,128,129,184.222222222
588009370684883097.fits,128,128,180.777777778
588009372299886666.fits,119,75,99.4444444444
,128,128,179.444444444
,129,129,179.444444444
,198,187,57.2222222222
,176,190,79.0
588009372300017749.fits,128,129,149.222222222
588009372835315787.fits,129,129,155.444444444
588009372839510211.fits,102,126,83.2222222222
,129,129,201.333333333
,124,160,60.6666666667
588010136265752821.fits,128,129,190.444444444
588010136802885830.fits,128,128,144.888888889
588010137343099058.fits,128,129,147.444444444
588010358012444893.fits,128,129,123.888888889
588010358538895516.fits,129,128,151.888888889
588010358539944252.fits,129,128,176.666666667
588010358544597113.fits,128,129,117.222222222
,111,164,92.3333333333
588010358545187046.fits,129,128,166.111111111
588010359076159678.fits,128,129,189.0
,176,129,141.444444444
588010359078125743.fits,128,129,166.444444444
588010359079502005.fits,129,128,175.777777778
588010359080288399.fits,129,129,176.444444444
588010359086448779.fits,129,128,164.444444444
588010359608377555.fits,129,129,154.777777778
,150,142,55.4444444444
588010359622861026.fits,128,128,166.444444444
588010359624237268.fits,129,128,196.222222222
588010359625023631.fits,128,128,170.333333333
588010360161567006.fits,128,129,194.888888889
588010360689524889.fits,128,129,157.666666667
588010360690770104.fits,112,95,140.333333333
,128,128,122.333333333
588010360696012978.fits,129,129,172.555555556
588010877684744309.fits,128,128,164.0
588010877687300220.fits,128,130,127.666666667
588010877696475315.fits,128,129,158.111111111
588010878218666078.fits,128,129,153.111111111
588010878221484140.fits,126,126,139.666666667
588010878763008141.fits,128,128,175.0
588010878763860076.fits,128,129,137.666666667
588010878764646573.fits,128,128,132.888888889
588010878766022725.fits,156,107,75.5555555556
,129,128,145.888888889
,168,131,55.6666666667
,99,167,93.1111111111
588010878766219439.fits,98,100,85.6666666667
,128,129,189.555555556
588010879293784198.fits,128,128,132.0
588010879297126516.fits,129,129,204.0
588010879297257569.fits,129,128,137.777777778
588010879301648505.fits,128,128,152.777777778
,125,149,50.5555555556
588010879308791978.fits,129,129,140.888888889
588010879835308154.fits,129,129,122.888888889
588010879844548804.fits,129,128,190.333333333
588010879845007598.fits,129,128,161.0
588010879846056174.fits,129,129,108.222222222
,168,140,95.8888888889
588010880377421940.fits,129,128,200.777777778
588010880377487487.fits,129,129,149.444444444
588011123043336306.fits,129,128,155.888888889
588011123044057125.fits,129,128,190.444444444
,91,130,91.0
588011123045236854.fits,128,128,160.777777778
588011123577847951.fits,129,129,162.0
588011124113211487.fits,129,129,187.111111111
588011124651589826.fits,129,128,149.444444444
588011125189836923.fits,129,128,148.666666667
588011125194621026.fits,129,129,110.222222222
,122,144,108.111111111
588011216987553917.fits,126,129,111.666666667
588011217523572887.fits,129,127,154.444444444
588011218064048312.fits,129,128,140.444444444
588011218597904558.fits,129,128,158.0
588011218599215350.fits,128,128,151.0
588011218605834437.fits,129,128,181.444444444
588011219137134783.fits,129,128,138.111111111
588013382184075722.fits,128,129,134.0
588013382192005184.fits,127,128,148.555555556
,81,198,250.0
588013382203015171.fits,141,112,143.111111111
,129,129,173.666666667
588013382209765508.fits,128,128,140.222222222
588013382727958540.fits,127,87,89.4444444444
,128,128,195.777777778
,174,140,156.333333333
,122,160,92.8888888889
,88,166,216.222222222
588013382747160771.fits,129,128,179.555555556
